DESCRIPTION,HASHTAGS,DATE_POSTED,COMMENTS_COUNT,LIKES_COUNT,VIDEO_VIEW_COUNT,COMMENT_TEXT,SENTIMENT
"Generous donations from our community have enabled us to renovate another room at our shelter. We very much appreciate your support.

Support of these efforts is both an investment in the only certified emergency shelter for survivors of domestic and sexual abuse in St. Johns County and their minor children and a commitment to help those transition from domestic violence victims to survivors.

Our rooms need renovations and makeovers, and we've asked for makeovers to include paint, bedding, décor, and bathroom supplies. Last year, 325 adults and children spent 28,652 bed nights in our shelter.

Donations to this project will help with the bedroom makeovers and the needed flooring, repairs, hardware, and appliances to create a safe and welcoming environment throughout our shelter. 

With the growth we've seen in St. Johns County, more families need our help than ever before - and the complexity of those needs has also increased. 

If you'd like to help, please call our office at (904) 808-8544 or donate any amount online at the link in our profile, and write room makeover in the comments. 

If you're being abused or have been abused, please call the Betty Griffin Center 24-hour crisis hotline at (904) 824-1555, or TTY users dial (904) 827-0236. Text us at https://bettygriffincenter.org/ by clicking on the blue icon.
-
-
-
-
-
#domesticviolence #abuse #domesticabuse #emotionalabuse #DV #domesticviolenceawareness  #divorce #metoo #gaslighting #trauma #psychologicalabuse #verbalabuse #toxicrelationships #domesticviolencesurvivor #staugustine #stjohnscounty #bettygriffinhouse #nsvrc #childabusesurvivor #rainn #believesurvivors #bettygriffin #safetyplan","[""#domesticviolence"",""#abuse"",""#domesticabuse"",""#emotionalabuse"",""#DV"",""#domesticviolenceawareness"",""#divorce"",""#metoo"",""#gaslighting"",""#trauma"",""#psychologicalabuse"",""#verbalabuse"",""#toxicrelationships"",""#domesticviolencesurvivor"",""#staugustine"",""#stjohnscounty"",""#bettygriffinhouse"",""#nsvrc"",""#childabusesurvivor"",""#rainn"",""#believesurvivors"",""#bettygriffin"",""#safetyplan""]",2024-02-22,2,38,0,"[""Gorgeous!!"",""Gorgeous!!""]",positive
"Everyone has those up and down days which is completely normal. You may not wake up happy every day. Some days may be tougher than others.⁠
⁠
If you are dealing with stress, it is important to reach out and find solutions to cope. Reaching out to an adult you trust can help you deal with stress in many ways. ⁠ Check out the hashtags below and contact your local FASD network if looking for help.⁠
https://fasdalberta.ca/⁠
⁠
⁠
#fasdnetwork #safesex #sexeducation #highschool #couple #safedrinking #party #partying #graduation2024 #fasd #mentalhealth #sexuality #metoo #sexpositive #sexpositivity #drunk #2024 #gradyear #copingmechanisms #anxiety #depression #livingwithanxiety #autumn2024 #fall2024#seasonaldepression⁠","[""#fasdnetwork"",""#safesex"",""#sexeducation"",""#highschool"",""#couple"",""#safedrinking"",""#party"",""#partying"",""#graduation2024"",""#fasd"",""#mentalhealth"",""#sexuality"",""#metoo"",""#sexpositive"",""#sexpositivity"",""#drunk"",""#2024"",""#gradyear"",""#copingmechanisms"",""#anxiety"",""#depression"",""#livingwithanxiety"",""#autumn2024"",""#seasonaldepression⁠""]",2024-02-28,0,2,0,[],neutral
#bepresent#socialchange#leadership#leadershipdevelopment#youcanchange#youthleadership#wellbeing#learnsomethingnew#transformative#socialjustice#vote#healing#community#positivechange#selfawareness#supportgroup#womensmarch#equity#listen#spiritualdevelopment#breathe#growth#naturelover#blacklivesmatter#oakland#mindbodyspirit#metoo #activelistening#bayarea#heymakenzie,"[""#metoo"",""#heymakenzie""]",2024-02-28,0,10,0,[],positive
"A wild, wet and windy day today, but I was determined to clock up a few more km before the end of the month. 🙌
Just about managed to collect a bag of rubbish/recycling to take home too, but was barely able to hold onto it, it was so windy! 🗑️♻️
🩶
🩵
🩶
🩵
#greyskiesandhappysighs #womensaid #womensaidireland #empoweringwomen #metoo #spousalabuse #domesticabuse #domesticabuseawareness #walkforwomen #fundraiserwalk #80kinfebruary #sponsoredwalk #irishweather #irelandinfebruary #wildatlanticway #theydontcallitthewildatlanticwayfornothing","[""#greyskiesandhappysighs"",""#womensaid"",""#womensaidireland"",""#empoweringwomen"",""#metoo"",""#spousalabuse"",""#domesticabuse"",""#domesticabuseawareness"",""#walkforwomen"",""#fundraiserwalk"",""#80kinfebruary"",""#sponsoredwalk"",""#irishweather"",""#irelandinfebruary"",""#wildatlanticway"",""#theydontcallitthewildatlanticwayfornothing""]",2024-02-28,0,16,0,[],positive
".
.
▪️📮 Partages ~ enfance agressée 
▪️⛔️ Abus sexuels entre enfants 
▪️🚨 Combattre le déni #metoo_enfants 
▪️❤️‍🩹 Prévenir ~ protéger ~ Limiter l’impact
.
.
.
.
▪️#metooenfants #metooenfant #metoo_enfants #metoo_enfants #metoo #metoo❤️","[""#metoo_enfants"",""#metooenfants"",""#metooenfant"",""#metoo_enfants"",""#metoo_enfants"",""#metoo"",""#metoo❤️""]",2024-02-09,0,0,0,[],neutral
#audriicunningham #feliciajohnson #killingfields #southside #northside #houstontx #conroetx #metooconroetx #metoohoustontx #rapeculture #nazi #african #policemisconduct,"[""#audriicunningham"",""#feliciajohnson"",""#killingfields"",""#southside"",""#northside"",""#houstontx"",""#conroetx"",""#metooconroetx"",""#metoohoustontx"",""#rapeculture"",""#nazi"",""#african"",""#policemisconduct""]",2024-02-23,3,0,0,"[""Updated theory: what if the #bluekluxklan is using the Northside as a body dumping ground. Felicia Johnson was dumped off 45 in North Conroe area. There was a Joseph shot and set on fire in Heights/Nawfside. A body was set on fire in Mercer arboretum area in walking distance of me."",""#bluekluxklan uses Northside to dump bodies"",""#shechristher""]",neutral
".
.
▪️Chapitre 10 / L’EMDR
▪️Qui a essayé ? Qu’en pensez-vous ?
▪️Et pour les enfants ? 
.
▪️#resilience #résilience @editions_odile_jacob @editions_odile_jacob #traumatisme #leys #fossion #christopheleys #pierrefossion #stress #santementale #odilejacob #emdr #metooenfant #metooenfants 
.
▪️#metoo_enfants #metoo_enfant #metoo #metoo❤️","[""#resilience"",""#résilience"",""#traumatisme"",""#leys"",""#fossion"",""#christopheleys"",""#pierrefossion"",""#stress"",""#santementale"",""#odilejacob"",""#emdr"",""#metooenfant"",""#metooenfants"",""#metoo_enfants"",""#metoo_enfant"",""#metoo"",""#metoo❤️""]",2024-02-14,0,0,0,[],neutral
"Community Leader Spotlight: Tarana Burke 🌸 Meet Tarana Burke, the compassionate force behind the #MeToo movement, providing a platform for survivors to share their stories and find solidarity. Her dedication to supporting survivors of sexual harassment and assault has sparked a global conversation and empowered countless voices.

In the tapestry of activism, Tarana's work stands as a beacon of resilience and advocacy. Let's honor her impactful journey and continue championing a world where survivors are heard, believed, and supported. 🌟🖤 #TaranaBurke #MeTooMovement #CommunityLeader #HERstory #GirlPowerRocks","[""#MeToo"",""#TaranaBurke"",""#MeTooMovement"",""#CommunityLeader"",""#HERstory"",""#GirlPowerRocks""]",2024-02-27,0,20,0,[],positive
"Le #MeeTooGarcons. Bravo et cœurage à @aurelien_wiik et à toutes les victimes (femmes, hommes et non-binaires) ♥️ #Coeurnichons
.
#metoo #metoogarcon #cinema #judith #judithgodreche #metoomovement #feminisme #paris #feminist #livres #litterature #rencontres #amour #love #life #france #lgbt #lgbtqia #lgbtq #lgbtqi #gay #gayman #bisexual #bisexuel","[""#MeeTooGarcons."",""#Coeurnichons"",""#metoo"",""#metoogarcon"",""#cinema"",""#judith"",""#judithgodreche"",""#metoomovement"",""#feminisme"",""#paris"",""#feminist"",""#livres"",""#litterature"",""#rencontres"",""#amour"",""#love"",""#life"",""#france"",""#lgbt"",""#lgbtqia"",""#lgbtq"",""#lgbtqi"",""#gay"",""#gayman"",""#bisexual"",""#bisexuel""]",2024-02-26,59,5072,0,"[""Merci pour la bienveillance et la visibilité de ce post ❤️"",""La définition même du féminisme c'est de ce battre pour que les femmes et les hommes aient les même droits. C'est dans les deux sens, donc si le #metoo peut prendre une plus grande ampleur avec #metoogarçons et sauver d'autres personnes, il est évident qu'on se bat pour eux aussi. Beaucoup trop de personnes ont tendance à oublier que le féminisme vise aussi à ça : permettre à tout le monde d'avoir les même droits. C'est triste qu'on en soit là, mais si nos voix peuvent porter les victimes, alors continuons. Bravo aux victimes qui ont la force, le courage, le besoin ou l'envie de témoigner, et je porte tout mon soutien et mon courage à celles et ceux qui ne le veulent ou peuvent pas encore. Nous sommes là et nous vous entendrons, toujours."",""en France, 1 femme sur 5 et 1 homme sur 14 déclarent avoir subi des violences sexuelles. Parmi ces victimes, 81% déclarent avoir subi les premières violences avant l’âge de 18 ans, 51% avant l’âge de 11 ans et, pire encore, 21% avant l’âge de 6 ans. Dans plus de la moitié des cas, l’agresseur était un membre de la famille. Source: https://www.unicef.fr/convention-droits-enfants/protection/violences-et-agressions-sexuelles/"",""Je trouve ça abusé de devoir préciser que ce poste vise seulement à parler de ce que peuvent subir les hommes en précisant que ça ne concerne en rien les femmes..."",""Pour ça de base jsuis pas homophobe jvais pas vous mentir j'ai du mal à rester avec un gay depuis ça..."",""Moi aussi j'ai été v!oler 3 fois et jsuis un mec..."",""@OLIVIA.PASOL £59k""]",positive
"🚨NEW EPISODE🚨

Chloe Wade on Writing for Theatre and her new play As SHE Likes It

Chloe is an actor, writer and theatre maker who trained at the International School of Acting and Central School of Speech and Drama. 

With over 10 years of working in film, TV and theatre she is best known for playing Joanne Grantham in BBC’s Doctors and the lead role in independent film Honeycomb Lodge that won the Best Film at the Delhi International Film Festival. Over lockdown she starred alongside Helen Mirren in The Secret Life of Ophelia. 

She is also the alumna of the Actor-Writer course and is a supported writer of the Sheffield Theatre’s Bank Cohort. Chloe is currently reigning champion of the Birmingham Rep’s Monologue Slam competition with her piece “May I Take Your Order Please”, based on her time working in hospitality. 

In this episode we discuss Chloe’s brand new play that’s currently on tour across the UK, As SHE Likes It, a play bringing to light the sexual harassment that has/is going on in Hollywood and how it dates back back to the 1920s, not just to Harvey Weinstein. 

The play is based on the story of actress Patricia Douglas who was abused at an MGM party in 1937. Despite her efforts to bring her perpetrators to justice the case was thrown out and nothing came of it. I had the privilege to see and review the show with @uppercircle_theatre (review group that Chloe and I are part of) you can find it on my profile. It’s a fantastic piece packed with harsh truths that everyone needs to hear and see to stop this harassment from continuing. 

Check out Chloe’s website and Instagram for more information on her, the tour and how to get in touch. 

Website: chloe-wade.com
Instagram: @chloewadprod @yorkshirewade

#podcast #podcastlife #podcastshow #podcastersofinstagram #podcaster #actor #actorslife #actorsofinstagram #actorsonactors #acting #theatre #metoo #metoomovement #hollywood #hollywoodstudios #justice #makingthingsbetter #asSHElikesit #tour #theatreontour #maketheworldbetter","[""#podcast"",""#podcastlife"",""#podcastshow"",""#podcastersofinstagram"",""#podcaster"",""#actor"",""#actorslife"",""#actorsofinstagram"",""#actorsonactors"",""#acting"",""#theatre"",""#metoo"",""#metoomovement"",""#hollywood"",""#hollywoodstudios"",""#justice"",""#makingthingsbetter"",""#asSHElikesit"",""#tour"",""#theatreontour"",""#maketheworldbetter""]",2024-02-23,0,3,0,[],positive
"#timetravelingtrillionaire #taylormade #poisoned #savingface #genius #Taylor #mranderson #thematrix #rennaissanceman #secretagent #sleeperagent #sleeper #revolution #revolutionary #biohacked #fashion #healing #rennaissance #metoo #trained #cia #expose #whitedeath #oldschool #finished #bloodinbloodout #yakuza #whitedeath #Hercules #bloody @milalkunis @theestallion @nickiminaj @willowsmith @billieeilish @holly_hendrix_offica1 @noemiexbilass @lucyliu @theestallion @kimkardashian @kendalljenner @kyliejenner @kendra._.spade @aliciakeys  @banksofficialsarah @_thekiranoirgram__ @_theluckyslutagain 
@sza  @halleberry @erykahbadu @mslaurynhill @arianagrande
@iamcardib
@rosariodawson","[""#timetravelingtrillionaire"",""#taylormade"",""#poisoned"",""#savingface"",""#genius"",""#Taylor"",""#mranderson"",""#thematrix"",""#rennaissanceman"",""#secretagent"",""#sleeperagent"",""#sleeper"",""#revolution"",""#revolutionary"",""#biohacked"",""#fashion"",""#healing"",""#rennaissance"",""#metoo"",""#trained"",""#cia"",""#expose"",""#whitedeath"",""#oldschool"",""#finished"",""#bloodinbloodout"",""#yakuza"",""#whitedeath"",""#Hercules"",""#bloody""]",2024-02-28,0,2,0,[],neutral
"Let’s chat about @estherperelofficial turning conflict into connection course.
Conflict doesn’t have to be “scary”. In fact, if two people are both doing their individual work and aligned then it’s simply an opening for a vulnerable conversation. 

My number one take away from the course:
if you bring up a difficult conversation and another shuts it down, it’s their job to return to the conversation.  If they don’t, rinse and repeat a few times before letting them go so you don’t continue having one sided conversations without resolution.  If you shut it down, let them know when you’ll return to work on resolution. When people show you who they are, believe them.  Actions over words though words are telling. 🙌🏻😉🙏🏼

You are worthy of a partner who desires communication, resolution, and deep connection. And steak dinners at home on Friday night.  And flowers occasionally on a consistent date. Know your worth while intentionally dating and pick up a few friends along the way.  Don’t settle! What you seek is seeking you💐 🥩 💚

#growth #coaching #coach #highconflictdivorce #highconflict #conflictresolution #conflictmanagement #estherperelofficial #metoomovement #metoofamilycourt #onemomsbattle #letgo #surrender #relationships #healingrelationships #healer #coparenting #coparentingwithanarcissist #parent #parenting #fortitudeandflourish #erinsiegeldenver  #partner #partnership #love #resolution #selflove #selfcare #knowthyself #communication","[""#growth"",""#coaching"",""#coach"",""#highconflictdivorce"",""#highconflict"",""#conflictresolution"",""#conflictmanagement"",""#estherperelofficial"",""#metoomovement"",""#metoofamilycourt"",""#onemomsbattle"",""#letgo"",""#surrender"",""#relationships"",""#healingrelationships"",""#healer"",""#coparenting"",""#coparentingwithanarcissist"",""#parent"",""#parenting"",""#fortitudeandflourish"",""#erinsiegeldenver"",""#partner"",""#partnership"",""#love"",""#resolution"",""#selflove"",""#selfcare"",""#knowthyself"",""#communication""]",2024-02-24,0,2,0,[],positive
